1;1.06348;1.12891;1.19629;1.26563;1.33691;1.41016;1.48535;1.5625;1.6416;1.72266;1.80566;1.89063;1.97754;2.06641;2.15723;2.25;2.34473;2.44141;2.54004;2.64063;2.74316;2.84766;2.9541;3.0625;3.17285;3.28516;3.39941;3.51563;3.63379;3.75391;3.87598;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1.06348;1.12891;1.19629;1.26562;1.33691;1.41016;1.48535;1.5625;1.6416;1.72266;1.80566;1.89062;1.97754;2.06641;2.15723;2.25;2.34473;2.44141;2.54004;2.64062;2.74316;2.84766;2.9541;3.0625;3.17285;3.28516;3.39941;3.51562;3.63379;3.75391;3.87598;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1.06348;1.12891;1.19629;1.26562;1.33691;1.41016;1.48535;1.5625;1.6416;1.72266;1.80566;1.89062;1.97754;2.06641;2.15723;2.25;2.34473;2.44141;2.54004;2.64062;2.74316;2.84766;2.9541;3.0625;3.17285;3.28516;3.39941;3.51562;3.63379;3.75391;3.87598;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1.06348;1.12891;1.19629;1.26562;1.33691;1.41016;1.48535;1.5625;1.6416;1.72266;1.80566;1.89062;1.97754;2.06641;2.15723;2.25;2.34473;2.44141;2.54004;2.64062;2.74316;2.84766;2.9541;3.0625;3.17285;3.28516;3.39941;3.51562;3.63379;3.75391;3.87598;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1.06348;1.12891;1.19629;1.26562;1.33691;1.41016;1.48535;1.5625;1.6416;1.72266;1.80566;1.89062;1.97754;2.06641;2.15723;2.25;2.34473;2.44141;2.54004;2.64062;2.74316;2.84766;2.9541;3.0625;3.17285;3.28516;3.39941;3.51562;3.63379;3.75391;3.87598;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1.06348;1.12891;1.19629;1.26562;1.33691;1.41016;1.48535;1.5625;1.6416;1.72266;1.80566;1.89062;1.97754;2.06641;2.15723;2.25;2.34473;2.44141;2.54004;2.64062;2.74316;2.84766;2.9541;3.0625;3.17285;3.28516;3.39941;3.51562;3.63379;3.75391;3.87598;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1.06348;1.12891;1.19629;1.26562;1.33691;1.41016;1.48535;1.5625;1.6416;1.72266;1.80566;1.89062;1.97754;2.06641;2.15723;2.25;2.34473;2.44141;2.54004;2.64062;2.74316;2.84766;2.9541;3.0625;3.17285;3.28516;3.39941;3.51562;3.63379;3.75391;3.87598;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1.06348;1.12891;1.19629;1.26562;1.33691;1.41016;1.48535;1.5625;1.6416;1.72266;1.80566;1.89062;1.97754;2.06641;2.15723;2.25;2.34473;2.44141;2.54004;2.64062;2.74316;2.84766;2.9541;3.0625;3.17285;3.28516;3.39941;3.51562;3.63379;3.75391;3.87598;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1.06348;1.12891;1.19629;1.26562;1.33691;1.41016;1.48535;1.5625;1.6416;1.72266;1.80566;1.89062;1.97754;2.06641;2.15723;2.25;2.34473;2.44141;2.54004;2.64062;2.74316;2.84766;2.9541;3.0625;3.17285;3.28516;3.39941;3.51562;3.63379;3.75391;3.87598;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;1.06348;1.12891;1.19629;1.26562;1.33691;1.41016;1.48535;1.5625;1.6416;1.72266;1.80566;1.89062;1.97754;2.06641;2.15723;2.25;2.34473;2.44141;2.54004;2.64062;2.74316;2.84766;2.9541;3.0625;3.17285;3.28516;3.39941;3.51562;3.63379;3.75391;3.87598;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
